"project_id","date","species","samples","n_profiles"
"PR-00006934",2009-01-16,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00006934",2009-03-29,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00006934",2009-12-23,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00006934",2010-04-13,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00006934",2011-05-18,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00006934",2012-01-09,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00006934",2014-10-20,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00006934",2014-10-27,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00006934",2015-08-05,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00006934",2016-05-17,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00006934",2016-05-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00006934",2017-02-21,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00006934",2017-06-28,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00006934",2017-08-25,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00006934",2017-12-04,"Methicillin-Resistant Staphylococcus aureus",6,2
"PR-00006934",2017-12-12,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00006934",2018-07-28,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00006934",2018-09-09,"Methicillin-Resistant Staphylococcus aureus",6,1
"PR-00006934",2021-09-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00006934",2021-10-25,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00006938",2004-11-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006941",2005-05-06,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00006944",2004-11-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006944",2004-11-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006948",2005-05-06,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00006950",2009-12-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006952",2005-11-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006952",2006-11-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00006957",2004-11-20,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00006958",2004-11-01,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00006958",2004-11-08,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00006963",2004-11-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00006963",2004-11-07,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00006966",2004-11-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006966",2004-11-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006969",2004-11-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006969",2008-07-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006979",2005-02-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006979",2005-03-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00006986",2004-11-08,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00006993",2010-05-17,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007004",2004-12-06,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00007008",2007-04-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2007-05-06,"Methicillin-Resistant Staphylococcus aureus",5,2
"PR-00007008",2007-06-04,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00007008",2007-06-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2007-07-03,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007008",2007-08-01,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007008",2007-09-03,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00007008",2007-10-07,"Methicillin-Resistant Staphylococcus aureus",5,3
"PR-00007008",2007-12-02,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00007008",2008-03-15,"Methicillin-Resistant Staphylococcus aureus",7,1
"PR-00007008",2008-04-06,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007008",2008-04-07,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2008-06-04,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2008-07-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2009-02-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2009-03-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2009-03-26,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2009-04-02,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007008",2010-11-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2010-11-11,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00007008",2010-11-12,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2011-02-04,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007008",2011-12-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2012-01-30,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007008",2012-04-27,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00007008",2013-01-29,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00007027",2005-05-02,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007045",2005-01-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007056",2004-12-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007067",2006-07-14,"Methicillin-Susceptible Staphylococcus aureus",8,1
"PR-00007068",2004-12-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007069",2005-01-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007069",2005-01-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007069",2012-02-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007074",2012-08-08,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007085",2005-05-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007087",2021-10-14,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007088",2005-07-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007088",2005-11-01,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007088",2008-02-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007089",2005-07-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007089",2007-12-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007092",2005-01-11,"Methicillin-Susceptible Staphylococcus aureus",6,2
"PR-00007095",2005-12-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007095",2006-01-07,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007095",2007-06-11,"Methicillin-Resistant Staphylococcus aureus",5,2
"PR-00007099",2019-07-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007100",2005-06-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007103",2005-11-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007115",2009-05-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007122",2004-12-27,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007137",2005-02-22,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007137",2005-03-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007137",2005-03-31,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00007148",2005-01-24,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00007148",2008-10-06,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00007148",2010-06-28,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007148",2010-12-13,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007154",2009-02-17,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007154",2009-05-08,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00007154",2009-06-18,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007156",2005-02-17,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00007156",2005-06-21,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007156",2006-02-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007156",2009-06-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007159",2008-02-08,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007163",2005-07-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007163",2005-09-29,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007163",2005-11-01,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007163",2006-03-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007163",2006-09-22,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007163",2008-05-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007164",2005-05-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007168",2005-06-14,"Methicillin-Resistant Staphylococcus aureus",6,1
"PR-00007169",2006-08-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007173",2007-11-22,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007173",2007-11-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007175",2005-08-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007178",2005-05-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007181",2005-01-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007188",2005-01-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007188",2005-03-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007189",2005-01-29,"Methicillin-Susceptible Staphylococcus aureus",6,5
"PR-00007189",2005-02-12,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007189",2005-02-12,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00007189",2005-02-13,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00007189",2005-02-15,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007189",2005-02-24,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007192",2006-07-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007197",2005-02-17,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007198",2005-02-11,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007198",2005-06-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007198",2005-08-31,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007199",2015-01-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007200",2008-04-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007200",2008-06-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007201",2007-03-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007204",2005-02-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007204",2005-02-28,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007204",2006-03-28,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007208",2008-06-27,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007208",2008-09-16,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00007208",2009-03-05,"Methicillin-Resistant Staphylococcus aureus",7,2
"PR-00007208",2009-03-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007208",2009-04-09,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007208",2009-04-14,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007208",2009-04-20,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007208",2009-09-16,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007208",2009-09-16,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007213",2005-02-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007215",2005-03-23,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00007215",2005-10-05,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007215",2006-03-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007216",2009-02-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007221",2005-03-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007222",2005-04-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007222",2006-12-29,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007222",2007-10-10,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007223",2009-02-24,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007223",2009-08-11,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007223",2017-06-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007223",2017-07-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007225",2005-03-12,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007237",2007-03-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007248",2009-06-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007250",2007-08-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007251",2015-04-15,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00007251",2015-04-21,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00007251",2015-07-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007251",2015-09-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007256",2005-03-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007256",2005-07-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007256",2012-01-06,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00007258",2005-05-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007268",2016-09-11,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007268",2017-09-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007275",2005-03-22,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007275",2005-03-25,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007276",2005-05-04,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007279",2006-07-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007282",2005-11-17,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007287",2005-03-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007288",2012-11-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007294",2013-12-18,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00007298",2007-10-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007300",2005-04-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007300",2005-04-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007301",2005-06-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007306",2007-11-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007309",2008-01-22,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007309",2008-01-25,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007309",2013-12-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007324",2005-07-12,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007328",2005-03-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007328",2005-05-04,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007328",2005-06-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007328",2005-07-17,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007332",2006-08-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007334",2005-03-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007334",2005-03-31,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007340",2009-11-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007340",2009-11-18,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007342",2005-04-29,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007342",2005-05-01,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007344",2005-03-28,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007349",2015-02-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007365",2007-10-19,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00007365",2008-01-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007367",2005-07-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007372",2005-07-20,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00007372",2006-08-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007396",2010-04-12,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007396",2013-07-30,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007398",2005-04-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007400",2020-08-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007400",2020-09-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007401",2005-05-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007402",2005-04-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007406",2005-04-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007411",2014-12-24,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007415",2018-06-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007420",2005-04-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007420",2005-05-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007421",2007-05-17,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007421",2007-05-26,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007423",2005-05-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007433",2006-02-24,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007440",2006-05-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007440",2006-05-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007440",2006-05-23,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007441",2007-04-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007450",2006-06-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007450",2007-05-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007459",2014-12-12,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007459",2016-12-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007459",2020-07-09,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007466",2008-03-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007473",2007-10-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007477",2006-02-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007477",2006-02-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007477",2006-04-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007477",2007-05-02,"Methicillin-Susceptible Staphylococcus aureus",8,1
"PR-00007496",2005-05-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007499",2011-01-07,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007504",2014-12-14,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007504",2016-04-27,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007507",2008-04-12,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007507",2008-04-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007507",2017-05-03,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007507",2017-10-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007507",2017-10-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007519",2010-08-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007521",2005-10-11,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007522",2006-03-22,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007522",2006-07-03,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007523",2007-05-22,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007525",2005-06-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007531",2005-09-20,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00007531",2005-10-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007531",2005-10-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007534",2005-06-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007542",2005-07-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007543",2005-08-02,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007543",2005-08-31,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007543",2006-05-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007550",2005-09-15,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007572",2005-07-15,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007572",2006-05-19,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00007575",2005-07-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007578",2005-11-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007578",2005-12-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007580",2015-12-02,"Methicillin-Susceptible Staphylococcus aureus",5,3
"PR-00007580",2016-12-15,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007580",2017-11-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007581",2005-07-12,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007582",2008-10-09,"Methicillin-Resistant Staphylococcus aureus",3,3
"PR-00007582",2009-04-02,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007582",2009-10-01,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00007586",2005-07-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007586",2005-07-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007587",2021-10-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007596",2015-12-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007604",2012-06-09,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007604",2012-06-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007607",2005-10-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007607",2005-10-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007612",2005-08-26,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007613",2019-09-24,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007614",2005-09-07,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007615",2005-11-22,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00007615",2009-11-10,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00007615",2010-04-01,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007615",2010-05-06,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007621",2005-07-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007621",2005-07-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007625",2017-05-16,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007627",2012-05-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007630",2006-09-22,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00007633",2006-09-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007639",2005-07-15,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007639",2006-05-05,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007639",2006-06-12,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007639",2006-06-20,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00007639",2006-08-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007639",2006-09-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007639",2017-08-17,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007645",2010-11-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007648",2006-04-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007648",2006-04-28,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007648",2006-07-03,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007650",2005-07-17,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007650",2005-07-18,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007650",2005-07-20,"Methicillin-Resistant Staphylococcus aureus",9,1
"PR-00007650",2005-07-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007650",2005-07-24,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007650",2005-07-26,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007652",2006-03-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007654",2005-07-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007659",2005-07-24,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007665",2005-07-21,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007665",2005-07-22,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00007665",2005-07-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007666",2005-11-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007666",2005-12-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007675",2006-04-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00007677",2006-07-24,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00007677",2007-01-22,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007677",2007-07-09,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00007677",2007-11-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007677",2008-03-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007677",2008-07-31,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00007682",2019-12-27,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00007682",2020-02-25,"Methicillin-Resistant Staphylococcus aureus",3,3
"PR-00007682",2020-07-28,"Methicillin-Resistant Staphylococcus aureus",2,1
